DevType,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,WebframeHaveWorkedWith,EmbeddedHaveWorkedWith,MiscTechHaveWorkedWith,ToolsTechHaveWorkedWith,NEWCollabToolsHaveWorkedWith,OfficeStackAsyncHaveWorkedWith,OfficeStackSyncHaveWorkedWith,AISearchDevHaveWorkedWith,ConvertedCompYearly
"Developer, AI",Bash/Shell (all shells);C++;JavaScript;Python;Rust;SQL,MySQL,Microsoft Azure,NA,CMake;GNU GCC;LLVM's Clang,NA,APT;Pacman;Pip;Unreal Engine,Kate;Notepad++;Vim;Visual Studio,Wikis,Google Meet;Skype;Slack,ChatGPT,50885
Data or business analyst,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP,MySQL;PostgreSQL,NA,Drupal;jQuery;WordPress,NA,NA,Docker;Homebrew,Nano;Visual Studio Code,Notion,Discord;Microsoft Teams;Slack,ChatGPT,130000
Data engineer,Python;Scala;SQL;VBA,Cassandra;IBM DB2;Microsoft Access;Microsoft SQL Server;MongoDB;Oracle;PostgreSQL,Amazon Web Services (AWS);Microsoft Azure,WordPress,NA,NA,Visual Studio Solution,Jupyter Notebook/JupyterLab;Notepad++;PyCharm;Visual Studio,NA,Microsoft Teams,NA,140000
"Developer, AI",Bash/Shell (all shells);C;Java;JavaScript;Python,MongoDB;PostgreSQL,Amazon Web Services (AWS),Next.js;Node.js;React;WordPress,NA,Flutter;Hugging Face Transformers;JAX;Keras;NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,NA,Android Studio;Vim;Visual Studio Code,NA,Google Meet;Microsoft Teams;Whatsapp,ChatGPT,35433
Data engineer,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lisp;PowerShell;Python;SQL,Microsoft SQL Server;PostgreSQL;Snowflake;SQLite,Databricks;Microsoft Azure,Django;Flask;jQuery;Node.js,NA,Apache Spark;NumPy;Pandas,Docker;Homebrew;Pip;Terraform,Emacs;Helix;IPython;Jupyter Notebook/JupyterLab;Neovim;Sublime Text;Vim;Visual Studio Code,Confluence;GitHub Discussions;Jira;Lucid;Markdown File;Miro;Trello,Microsoft Teams;Slack;Zoom,Bing AI;ChatGPT;GitHub Copilot,250000
Data engineer,Bash/Shell (all shells);Java;PowerShell;Python;SQL,DuckDB;Elasticsearch;H2;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);OpenShift,Spring Boot,NA,Pandas;Spring Framework,Docker;Kubernetes;Maven (build tool);Pip,DataGrip;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Nano;PyCharm;Visual Studio Code,Azure Devops;Confluence;GitHub Discussions,Microsoft Teams,ChatGPT;Google Gemini,23945
Data or business analyst,C#;HTML/CSS;JavaScript;Python;SQL;Visual Basic (.Net),Oracle;PostgreSQL;SQLite,NA,ASP.NET CORE,NA,.NET (5+) ;.NET MAUI;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Homebrew;npm;NuGet;Pip,Jupyter Notebook/JupyterLab;Vim;Visual Studio Code,NA,Discord;Mattermost;Microsoft Teams,Claude,16111
Data engineer,HTML/CSS;Python;R,NA,Amazon Web Services (AWS);Microsoft Azure,NA,NA,Tidyverse,Docker;Pip,RStudio;Visual Studio Code,NA,Microsoft Teams;Zoom,ChatGPT,71239
Data or business analyst,Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Rust;TypeScript;VBA;Visual Basic (.Net),MariaDB;Microsoft Access;Microsoft SQL Server;Oracle;SQLite,Amazon Web Services (AWS);Firebase;VMware,Angular;Node.js,NA,Flutter;NumPy;Pandas,Gradle;Maven (build tool);Visual Studio Solution,Android Studio;Neovim;Notepad++;Visual Studio;Visual Studio Code;VSCodium,Clickup;Confluence;Jira;Markdown File;Notion;Obsidian,Cisco Webex Teams;Discord;Google Chat;Microsoft Teams;Skype;Whatsapp,Codeium;GitHub Copilot;Tabnine;Visual Studio Intellicode,48333
Data or business analyst,Perl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87898
Data scientist or machine learning specialist,HTML/CSS;R,NA,Firebase;Google Cloud,NA,NA,Tidyverse,NA,Jupyter Notebook/JupyterLab;RStudio;Visual Studio Code,Jira;Linear,Google Meet;Whatsapp;Zoom,ChatGPT;Phind,58154
Data scientist or machine learning specialist,Bash/Shell (all shells);Dart;Python;Scala,Databricks SQL;Microsoft SQL Server;MySQL;PostgreSQL;Snowflake,Amazon Web Services (AWS);Databricks,Flask,NA,Apache Spark;Hadoop;Hugging Face Transformers;NumPy;Pandas;Ruff;Scikit-Learn;Torch/PyTorch,Docker;Homebrew;Kubernetes;Pip,PyCharm;Spyder;Vim,Confluence;Jira,Microsoft Teams;Slack,NA,300000
Data engineer,C#;HTML/CSS;JavaScript;Python;SQL;Visual Basic (.Net),Microsoft Access;Microsoft SQL Server;Oracle,NA,ASP.NET,NA,.NET Framework (1.0 - 4.8);Pandas,Docker;Pip,Eclipse;Notepad++;PyCharm;Visual Studio,Jira;Lucid;Microsoft Lists,Jitsi;Microsoft Teams;Signal;Zoom,ChatGPT;GitHub Copilot,110000
Data or business analyst,C#;Python,PostgreSQL,Amazon Web Services (AWS),ASP.NET CORE;Laravel;React,NA,NA,Composer;npm;Pip,PhpStorm;Visual Studio;Visual Studio Code,Jira,Google Meet;Microsoft Teams,NA,14383
Data or business analyst,Java;Python;R,Cassandra;MySQL;PostgreSQL,NA,FastAPI,NA,NumPy;Pandas;Scikit-Learn;Torch/PyTorch,NA,RStudio;Visual Studio Code,Airtable,Google Meet;Slack,ChatGPT;GitHub Copilot,237
Data engineer,Python;SQL,BigQuery,Google Cloud;Microsoft Azure,NA,NA,NA,Composer;Pip;Terraform,IPython;Jupyter Notebook/JupyterLab;Neovim;Notepad++;Vim;Visual Studio Code,Azure Devops;Confluence;GitHub Discussions,Microsoft Teams,NA,170000
Data engineer,Bash/Shell (all shells);C#;PowerShell;SQL,Microsoft Access;Microsoft SQL Server;Oracle,Amazon Web Services (AWS);Microsoft Azure,ASP.NET;ASP.NET CORE,NA,.NET (5+) ,Docker;Kubernetes;Visual Studio Solution,Notepad++;Visual Studio;Visual Studio Code,Azure Devops;GitHub Discussions;Jira,Microsoft Teams;Slack;Zoom,Bing AI;ChatGPT;Google Gemini;WolframAlpha,190000
Data scientist or machine learning specialist,Python,Elasticsearch;MongoDB;MySQL,Amazon Web Services (AWS);Firebase,React,Arduino,CUDA;Hugging Face Transformers;NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,APT;Docker;Homebrew;npm;Pip;Unity 3D;Unreal Engine,Android Studio;Jupyter Notebook/JupyterLab;Visual Studio Code,Asana;Clickup;Jira,Discord;Signal;Slack;Whatsapp;Zoom,ChatGPT,4738
Data scientist or machine learning specialist,Python;R,Firebase Realtime Database,Amazon Web Services (AWS);Firebase;Google Cloud,NA,Rasberry Pi,Hadoop;NumPy;RabbitMQ;Scikit-Learn;TensorFlow;Tidyverse,Homebrew;Pip;Podman,BBEdit;Jupyter Notebook/JupyterLab;RStudio;Visual Studio Code,Confluence;Jira;Markdown File,Discord;Microsoft Teams;Signal;Telegram;Zoom,ChatGPT;Claude;GitHub Copilot;Google Gemini;Perplexity AI;WolframAlpha,160000
Data scientist or machine learning specialist,Bash/Shell (all shells);Python;SQL,Microsoft SQL Server;Neo4J;PostgreSQL;Solr,Amazon Web Services (AWS),Flask,Rasberry Pi,CUDA;Hugging Face Transformers;NumPy;Pandas;Scikit-Learn;Torch/PyTorch,Docker;Homebrew;Make;Pip,Jupyter Notebook/JupyterLab;Nano;Vim;Visual Studio Code,Markdown File;Notion;Wikis,Slack,ChatGPT,123566
Data engineer,Bash/Shell (all shells);C;PowerShell;Python;SQL,Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,VMware,NA,Arduino,NumPy;Pandas;Qt;Scikit-Learn;TensorFlow,Docker,Jupyter Notebook/JupyterLab;Notepad++;PyCharm;Vim,Markdown File;Wikis,Microsoft Teams,NA,64691
Data scientist or machine learning specialist,Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;PowerShell;Python;R;SQL,Oracle;PostgreSQL;SQLite,Amazon Web Services (AWS);Google Cloud;Microsoft Azure;Oracle Cloud Infrastructure (OCI);VMware,jQuery,CMake;Rasberry Pi,Apache Spark;Hadoop;NumPy;Pandas;Scikit-Learn;TensorFlow;Tidyverse;Torch/PyTorch,Docker;Homebrew;Make,IPython;Jupyter Notebook/JupyterLab;PyCharm;RStudio;Spyder;Vim;Visual Studio Code,Jira;Stack Overflow for Teams,Microsoft Teams;Zoom,NA,135000
Data engineer,Bash/Shell (all shells);Python;SQL,Dynamodb,Amazon Web Services (AWS),NA,Arduino;Rasberry Pi,Pandas;Scikit-Learn;TensorFlow,Docker;Make;Pip;Terraform,Jupyter Notebook/JupyterLab;PyCharm;Visual Studio Code,Confluence;Jira;Markdown File;Miro;Wikis,Discord;Microsoft Teams;Slack;Telegram;Whatsapp;Zoom,Visual Studio Intellicode,73401
Data scientist or machine learning specialist,R,PostgreSQL,Amazon Web Services (AWS);Digital Ocean,NA,NA,Tidyverse,NA,RStudio,NA,Microsoft Teams,NA,21663
Data engineer,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,PostgreSQL;SQLite,Google Cloud,Django;FastAPI;Flask,NA,NumPy;Pandas,Docker;Homebrew;Make,DataGrip;Sublime Text;Vim,Markdown File;Notion,Whatsapp,ChatGPT;Claude;GitHub Copilot,22378
Data scientist or machine learning specialist,Bash/Shell (all shells);Python;R;SQL,MongoDB;Oracle;PostgreSQL,IBM Cloud Or Watson;Microsoft Azure;Oracle Cloud Infrastructure (OCI);PythonAnywhere,NA,Arduino;GNU GCC;Rasberry Pi,Apache Spark;NumPy;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Google Test;Homebrew;Kubernetes;Visual Studio Solution,Visual Studio Code;VSCodium,Basecamp;GitHub Discussions,Discord;Google Chat;Google Meet,ChatGPT,39981
Data or business analyst,Bash/Shell (all shells);Python;SQL,MongoDB;Oracle;SQLite,NA,NA,NA,NA,NA,IPython;Notepad++;Vim,Confluence;Jira;Miro;Trello,Cisco Webex Teams;Microsoft Teams,ChatGPT,76258
"Developer, AI",Elixir;HTML/CSS;Java;JavaScript;Python;Ruby;SQL,Dynamodb;PostgreSQL;Redis,Amazon Web Services (AWS),Express;Next.js;Phoenix;React;Ruby on Rails,NA,RabbitMQ,Docker;Homebrew;npm,Visual Studio Code,Notion,Slack;Telegram,Amazon Q;ChatGPT;Claude;GitHub Copilot;Perplexity AI,203540
"Developer, AI",Bash/Shell (all shells);Python;SQL,BigQuery;Elasticsearch,Google Cloud,NA,NA,Apache Spark;CUDA;Hadoop;Hugging Face Transformers;NumPy;Pandas;Scikit-Learn;Torch/PyTorch,Docker;Make;Pip;Podman,Emacs;IPython;Jupyter Notebook/JupyterLab;Visual Studio Code,Jira;Markdown File,Cisco Webex Teams;Google Chat;Google Meet,ChatGPT;Google Gemini,45111
Data or business analyst,PHP;Python;Rust,DuckDB;Microsoft SQL Server;MySQL,Amazon Web Services (AWS),Htmx;Symfony,NA,Pandas,Composer;Docker;Pip,Neovim;Vim,Confluence;Jira,Microsoft Teams,GitHub Copilot,72450
Data engineer,C#;Java;JavaScript;Python;R;Scala;SQL;VBA,Databricks SQL;Microsoft SQL Server;MySQL,Databricks;Firebase;Microsoft Azure,Flask,NA,Apache Spark,NA,IntelliJ IDEA;Jupyter Notebook/JupyterLab;Sublime Text;Visual Studio Code,Azure Devops,Microsoft Teams,ChatGPT;GitHub Copilot,42892
Data scientist or machine learning specialist,C#;Python;R;SQL,MariaDB;MySQL,VMware,FastAPI,NA,Keras;mlflow;NumPy;Pandas;Scikit-Learn;TensorFlow,Docker,IPython;Jupyter Notebook/JupyterLab;RStudio;Visual Studio Code,YouTrack,Discord;Microsoft Teams;Signal,ChatGPT,37120
Data or business analyst,Python;R;SQL,Microsoft SQL Server,Microsoft Azure,NA,NA,Tidyverse,NA,RStudio;Visual Studio,Basecamp;Markdown File,Ringcentral,ChatGPT;WolframAlpha,86000
Data engineer,Bash/Shell (all shells);C;Python;SQL,BigQuery;MongoDB;PostgreSQL,Google Cloud,Flask,NA,Apache Spark;NumPy;Pandas;Scikit-Learn,Docker;Make;Pip;Terraform;Yarn,Jupyter Notebook/JupyterLab;Nano;Visual Studio Code,Jira;Markdown File;Trello,Discord;Google Meet;Slack;Whatsapp,ChatGPT;GitHub Copilot;Google Gemini;WolframAlpha,21633
Data engineer,Bash/Shell (all shells);HTML/CSS;Lua;Python;SQL,Databricks SQL;Dynamodb;PostgreSQL;Snowflake,Amazon Web Services (AWS);Heroku,Django,Rasberry Pi,Apache Spark;Hadoop;NumPy;Pandas,Docker;Homebrew;Pip;Terraform,Neovim;Vim;Visual Studio Code,Confluence;Jira,Google Meet;Skype;Slack;Whatsapp;Zoom,ChatGPT,180000
"Developer, AI",Bash/Shell (all shells);Go;HTML/CSS;Lua;PowerShell;Python;SQL,DuckDB;PostgreSQL;SQLite,Amazon Web Services (AWS);Google Cloud,FastAPI;Node.js,NA,NumPy;Ruff,APT;Docker;Homebrew;Pip;Podman,Android Studio;IPython;Jupyter Notebook/JupyterLab;Neovim;Visual Studio Code,Confluence;Jira;Lucid;Markdown File;Miro;Notion,Google Meet;Microsoft Teams;Signal;Zoom,Tabnine,140000
Data or business analyst,Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;Python;SQL,BigQuery;PostgreSQL;Snowflake;SQLite,Amazon Web Services (AWS);Heroku,NA,LLVM's Clang,NumPy;Pandas,Docker;Homebrew,DataGrip;Vim;Visual Studio Code,Confluence;Jira,Discord;Google Meet;Slack;Zoom,ChatGPT;Claude;GitHub Copilot;Perplexity AI,170000
Data scientist or machine learning specialist,Python;R;Scala;SQL,NA,NA,NA,NA,Apache Spark;Hadoop;Pandas;Tidyverse,Yarn,IntelliJ IDEA;RStudio,Confluence;Jira;Miro,Slack;Zoom,NA,200000
Data or business analyst,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;PowerShell;Python;Rust;SQL;VBA,Databricks SQL;Microsoft SQL Server;PostgreSQL;SQLite,Databricks;Microsoft Azure,Node.js,Arduino;Rasberry Pi,Apache Spark;CUDA;Pandas,Homebrew;Pip;Visual Studio Solution,DataGrip;Jupyter Notebook/JupyterLab;Nano;Visual Studio;Visual Studio Code,Azure Devops;GitHub Discussions;Markdown File,Microsoft Teams,ChatGPT;GitHub Copilot,100000
Data scientist or machine learning specialist,Bash/Shell (all shells);PowerShell;Python;SQL,Databricks SQL;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Databricks,FastAPI;Flask,Cargo,Apache Kafka;Apache Spark;CUDA;Hadoop;Hugging Face Transformers;mlflow;NumPy;Pandas;Scikit-Learn;Torch/PyTorch,Chocolatey;Docker;Homebrew;Pip,IPython;Jupyter Notebook/JupyterLab;Nano;Visual Studio Code,Confluence;Jira;Markdown File;Miro,Google Meet;Slack;Zoom,ChatGPT;GitHub Copilot,60000
Data engineer,C#;PowerShell;Python;Scala;SQL;Swift,Databricks SQL;Microsoft SQL Server;Snowflake,Databricks;Microsoft Azure,Flask,NA,.NET Framework (1.0 - 4.8);Apache Spark;NumPy;Pandas;SwiftUI;Torch/PyTorch,NA,IPython;Visual Studio;Visual Studio Code;Xcode,Azure Devops,Discord;Microsoft Teams;Zoom,ChatGPT;Visual Studio Intellicode,136000
Data engineer,Java;Scala,NA,NA,NA,NA,Hadoop,Docker;Kubernetes;Maven (build tool);Yarn,IntelliJ IDEA;Vim;Visual Studio Code,Confluence;Jira;Markdown File,Mattermost;Microsoft Teams,NA,53703
Data engineer,Python;SQL,Databricks SQL;Microsoft SQL Server;Snowflake,Databricks;Microsoft Azure,NA,NA,Apache Spark;NumPy;Pandas,NA,Jupyter Notebook/JupyterLab;Visual Studio Code,Azure Devops;Jira;Miro,Microsoft Teams,Google Gemini,184985
Data engineer,Delphi;PowerShell;SQL,Microsoft SQL Server;PostgreSQL;Snowflake;SQLite,NA,NA,NA,NA,NA,"Rad Studio (Delphi, C++ Builder);Visual Studio Code",Wikis,Microsoft Teams,NA,110000
"Developer, AI",Bash/Shell (all shells);Python;SQL,Databricks SQL;Oracle;Redis,Amazon Web Services (AWS);Databricks;Oracle Cloud Infrastructure (OCI),NA,NA,Apache Kafka;Apache Spark;CUDA;NumPy;Pandas;Torch/PyTorch,Chef;Docker;Homebrew;Kubernetes;Make;Pip;Podman;Terraform,IntelliJ IDEA;Jupyter Notebook/JupyterLab;Notepad++;PyCharm;Visual Studio Code,Confluence;Jira;Lucid;Markdown File;Miro,Slack;Zoom,ChatGPT;GitHub Copilot,163559
"Developer, AI",C#;HTML/CSS;Python;Rust,PostgreSQL,Microsoft Azure;Vultr,NA,NA,.NET (5+) ;NumPy;Pandas;Scikit-Learn,Ansible;Docker;Homebrew;Make;npm;NuGet,Helix;Vim;Visual Studio;Visual Studio Code,Azure Devops;Wikis,Discord;Jitsi;Matrix;Mattermost;Microsoft Teams;Signal,ChatGPT;Google Gemini,172000
Data engineer,Bash/Shell (all shells);C#;JavaScript;Python;SQL,BigQuery;DuckDB;Dynamodb;Microsoft SQL Server;MongoDB,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,NA,NA,.NET (5+) ;NumPy;Pandas;Scikit-Learn,Chef;Composer;Homebrew;Kubernetes;npm;Pip,Jupyter Notebook/JupyterLab;Spyder;Vim;Visual Studio;Visual Studio Code;VSCodium,Airtable;Azure Devops;Confluence;Jira;Lucid;Markdown File;Miro,Microsoft Teams;Signal;Slack;Zoom,NA,200000
Data scientist or machine learning specialist,Haskell;Java;JavaScript;Lua;Python;R;Rust;TypeScript,PostgreSQL;Redis;Snowflake;SQLite,Amazon Web Services (AWS);Cloudflare;Microsoft Azure,Express;Next.js;Nuxt.js;React;Spring Boot;Vue.js,NA,Apache Kafka;mlflow;NumPy;Pandas;Ruff;Spring Framework,Ansible;Docker;Homebrew;Kubernetes;Make;Maven (build tool);npm;Pip;Terraform;Webpack;Yarn,Fleet;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Neovim;RStudio;Visual Studio Code,Azure Devops;Confluence;Jira;Markdown File;Miro;Obsidian,Discord;Google Meet;Microsoft Teams;Whatsapp,ChatGPT;GitHub Copilot;Snyk Code,101403
Data or business analyst,Python;SQL,Clickhouse;DuckDB;Oracle,NA,NA,NA,Pandas,Pip,Jupyter Notebook/JupyterLab;Visual Studio Code,Notion,Google Meet;Telegram;Zoom,ChatGPT;Google Gemini,13426
"Developer, AI",Bash/Shell (all shells);Python,MongoDB;MySQL;Redis,Managed Hosting,FastAPI,GNU GCC,CUDA;Hugging Face Transformers;NumPy;Opencv;Torch/PyTorch,APT;Make;Pip,IntelliJ IDEA;IPython;Jupyter Notebook/JupyterLab;Nano;PyCharm;Sublime Text,Confluence;GitHub Discussions;Jira;Markdown File;Miro,Discord;Google Meet;Microsoft Teams;Slack;Whatsapp;Zoom,ChatGPT;Google Gemini;Meta AI;WolframAlpha,46185
Data scientist or machine learning specialist,Python,PostgreSQL;SQLite,VMware,NA,NA,Keras;NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,NA,Visual Studio Code,Jira;Notion,Microsoft Teams,ChatGPT;GitHub Copilot;OpenAI Codex;WolframAlpha,71962
Data or business analyst,Bash/Shell (all shells);Go;HTML/CSS;Julia;PowerShell;Python;R;SQL,MySQL;SQLite,Netlify;Oracle Cloud Infrastructure (OCI),NA,NA,NumPy;Pandas;Scikit-Learn,MSBuild;Ninja;Pacman;Pip;Podman,Visual Studio Code;VSCodium,Doxygen,Discord;Microsoft Teams;Telegram,ChatGPT;Google Gemini;Phind,48045
Data engineer,Python;SQL,Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS);Heroku,Django,NA,NA,Ansible;Terraform,Notepad++;Visual Studio;Visual Studio Code,Confluence;Miro,Microsoft Teams;Signal;Slack;Whatsapp,ChatGPT,79051
Data engineer,JavaScript;Python;SQL;TypeScript,Clickhouse;Cosmos DB;Dynamodb;PostgreSQL;SQLite,Amazon Web Services (AWS);Firebase;Heroku;OpenStack;Vercel,Django;Next.js;React,NA,NumPy;Pandas;Scikit-Learn,Bun;Docker;Homebrew;Make;Maven (build tool);npm;Pip;pnpm;Vite;Yarn,IPython;Jupyter Notebook/JupyterLab;Visual Studio Code,Microsoft Planner;Notion;Obsidian,Discord;Microsoft Teams;Slack,Amazon Q;ChatGPT;GitHub Copilot;Perplexity AI,75659
Data engineer,Bash/Shell (all shells);PowerShell;Python;SQL,BigQuery;Microsoft SQL Server;Oracle;PostgreSQL,Amazon Web Services (AWS);Google Cloud,NA,NA,Pandas,Docker;Pip,Notepad++;Vim;Visual Studio,Azure Devops;GitHub Discussions,Google Chat;Google Meet;Microsoft Teams;Slack,NA,84076
Data engineer,Bash/Shell (all shells);R;Solidity,MariaDB,NA,NA,NA,RabbitMQ;Tidyverse,APT;Docker,Visual Studio Code,Markdown File;Notion,Discord;Google Meet;Skype;Whatsapp,ChatGPT;GitHub Copilot,48333
Data engineer,Python;SQL,Oracle,Amazon Web Services (AWS),NA,NA,Apache Kafka;Hadoop;Pandas,Ansible;Docker;Pip,Jupyter Notebook/JupyterLab;Notepad++;Visual Studio Code,Confluence;Jira;Miro,Microsoft Teams,ChatGPT,144842
Data engineer,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,Databricks SQL;Microsoft SQL Server;PostgreSQL,Microsoft Azure,ASP.NET;jQuery,NA,.NET Framework (1.0 - 4.8),Docker;MSBuild;NuGet;Pip;Visual Studio Solution,Notepad++;Visual Studio;Visual Studio Code,Azure Devops;Markdown File,Telegram;Whatsapp,NA,69814
Data scientist or machine learning specialist,Python,NA,NA,NA,Rasberry Pi,Hugging Face Transformers;NumPy;Pandas;Scikit-Learn;Torch/PyTorch,Pip,Jupyter Notebook/JupyterLab;PyCharm,Confluence;Miro;Notion;YouTrack,Cisco Webex Teams;Discord;Google Meet;Slack,Bing AI;ChatGPT;GitHub Copilot;Perplexity AI,21481
Data or business analyst,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R;SQL,Microsoft SQL Server;PostgreSQL;Redis,NA,jQuery,NA,NumPy;Pandas;Scikit-Learn;TensorFlow;Tidyverse;Torch/PyTorch,Docker;Pip,Jupyter Notebook/JupyterLab;Notepad++;RStudio;Visual Studio Code,Jira;Wikis,Google Meet;Slack,NA,23629
Data scientist or machine learning specialist,C;C++;HTML/CSS;Java;JavaScript;PHP;Python,MongoDB,Amazon Web Services (AWS);Heroku;Netlify,Express;Next.js;Node.js;Nuxt.js;React;Vue.js,NA,Hadoop;Hugging Face Transformers;Keras;NumPy;Pandas;Scikit-Learn;Torch/PyTorch,Docker;Maven (build tool);Pacman,Eclipse;Jupyter Notebook/JupyterLab;PyCharm;Visual Studio Code,GitHub Discussions;Stack Overflow for Teams,Discord;Google Chat;Zoom,ChatGPT;Lightning AI;OpenAI Codex,40000
Data scientist or machine learning specialist,C;C#;HTML/CSS;Java;JavaScript;Python;SQL,Cloud Firestore;DuckDB;MongoDB;MySQL;Redis,Amazon Web Services (AWS);Firebase;Google Cloud;IBM Cloud Or Watson;Render,Django;Express;Flask;React,NA,.NET (5+) ;CUDA;Hugging Face Transformers;Keras;NumPy;Opencv;Pandas;Qt;Scikit-Learn;TensorFlow;Torch/PyTorch,Kubernetes;Pip;Visual Studio Solution;Vite,IPython;Jupyter Notebook/JupyterLab;PyCharm;Vim;Visual Studio;Visual Studio Code,Jira,Discord;Google Meet;Slack;Telegram;Whatsapp;Zoom,Bing AI;ChatGPT;Codeium;Perplexity AI,29909
"Developer, AI",C#;Python,Cosmos DB;MySQL,Microsoft Azure,NA,NA,.NET (5+) ;Pandas,Terraform,Visual Studio;Visual Studio Code,Azure Devops;Jira,Microsoft Teams,ChatGPT;GitHub Copilot,69814
Data scientist or machine learning specialist,Python;SQL,IBM DB2;PostgreSQL;SQLite,NA,NA,NA,Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,NA,Visual Studio Code,Confluence;Jira,Google Meet;Microsoft Teams;Zoom,ChatGPT,3000
Data scientist or machine learning specialist,Bash/Shell (all shells);C++;HTML/CSS;Java;Julia;Python;Rust;SQL,Microsoft SQL Server;Redis;SQLite,Digital Ocean;Hetzner;Microsoft Azure,FastAPI,Arduino;CMake;Cargo;LLVM's Clang;Rasberry Pi,mlflow;NumPy;Pandas;Ruff;Scikit-Learn;Torch/PyTorch,Docker;Make;npm;Pacman;Pip,IPython;Jupyter Notebook/JupyterLab;Neovim;Visual Studio Code,Azure Devops;Confluence;Jira;Markdown File;Miro;Notion;Obsidian,Jitsi;Microsoft Teams;Signal;Slack;Telegram;Whatsapp;Zoom;Zulip,ChatGPT;GitHub Copilot,214812
Data engineer,C#;C++;PHP;PowerShell;Python;R;SQL;VBA,MariaDB;MySQL;Oracle;PostgreSQL;SQLite,NA,Laravel;Node.js,NA,.NET Framework (1.0 - 4.8);Qt,NA,Notepad++,Microsoft Planner,Microsoft Teams,NA,83563
Data engineer,Bash/Shell (all shells);C++;Java;JavaScript;Python;SQL,BigQuery;Cloud Firestore;Elasticsearch;MongoDB;MySQL;Snowflake;SQLite,"Amazon Web Services (AWS);Google Cloud;Heroku;Linode, now Akamai;Microsoft Azure;Oracle Cloud Infrastructure (OCI);Vercel",Angular;Django;Node.js;React,Arduino;Rasberry Pi,Apache Kafka;Apache Spark;Keras;NumPy;Pandas;RabbitMQ,Ansible;APT;Docker;Kubernetes;Maven (build tool);Pip;Pulumi;Terraform,Android Studio;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Nano;Spyder;Vim;Visual Studio Code,GitHub Discussions;Jira,Google Meet;Microsoft Teams;Slack;Zoom,ChatGPT;Google Gemini,19142
"Developer, AI",HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,MariaDB;MySQL;SQLite,Firebase;Google Cloud,Laravel;React,Rasberry Pi,Keras;NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow,Docker;Unity 3D,Visual Studio Code,Jira,Microsoft Teams,ChatGPT;GitHub Copilot,51555
Data scientist or machine learning specialist,Python,MongoDB,Amazon Web Services (AWS),NA,NA,NA,NA,Visual Studio Code,Jira,Microsoft Teams;Zoom,NA,107406
Data scientist or machine learning specialist,Python,Cosmos DB,Databricks;Microsoft Azure,NA,Arduino,Apache Spark;Keras;NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Docker;Pip;Visual Studio Solution,IPython;Jupyter Notebook/JupyterLab;Nano;Notepad++;Visual Studio Code,Azure Devops,Google Meet;Microsoft Teams;Telegram;Whatsapp;Zoom,Bing AI;ChatGPT;GitHub Copilot,61222
